nume,pret,Categorii_produse,Date,RobotName,RobotVersion
Paste fainoase Ditali 500g 365,299 Lei/buc,Paste,20171006,m_image.js,v1
Paste fainoase Fettucine 500g Barilla,799 Lei/buc,Paste,20171006,m_image.js,v1
Paste fainoase prefierte pentru wok 250g Shan'Shi,1075 Lei/buc,Paste,20171006,m_image.js,v1
Fusilli tricolore 500g Delhaize,599 Lei/buc,Paste,20171006,m_image.js,v1
Macaroane numarul 2 din grau dur 500g 365,269 Lei/buc,Paste,20171006,m_image.js,v1
Paste Spirelli 1kg 365,599 Lei/buc,Paste,20171006,m_image.js,v1
Lasagna 500g Panzani,685 Lei/buc,Paste,20171006,m_image.js,v1
Spiralate din grau dur 500g 365,249 Lei/buc,Paste,20171006,m_image.js,v1
Rigatoni 500g 365,329 Lei/buc,Paste,20171006,m_image.js,v1
Cuscus cu bob mediu 500g Panzani,584 Lei/buc,Paste,20171006,m_image.js,v1
Paste Penne din grau dur 500g Baneasa,280 Lei/buc,Paste,20171006,m_image.js,v1
Orez rotund Bob cu bob 1kg Riso Scotti,729 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez cu bob lung 1kg Rizbo,299 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Rapid bob lung 2 saculeti 250g Panzani,242 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez brun cu bob lung 1kg Delhaize,799 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez clasic 1kg Riso Scotti,565 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Colosal Bob cu bob 1kg Riso Scotti,769 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez cu bob rotund pentru sarmale 1kg Deroni,668 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez pentru pilaf 1kg Deroni,609 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Basmati 500g Panzani,604 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez basmati cu ardei dulce si lime 250g Tilda,999 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez lung Bob cu bob 1kg Riso Scotti,652 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez basmati usor de gatit 2 bucati 2x125g Scotti,490 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez alb cu bob rotund 1kg Krina,499 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Quinoa 2 bucati 2x90g Panzani,719 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Premium bob mare 1 kg Atifco foods,649 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez cu bob rotund 1kg Atifco,682 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Brizura de orez 1kg Atifco foods,349 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Jasmine 500g Panzani,532 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Camolino 1kg Atifco foods,594 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez camolino 1kg Deroni,682 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez integral Selection 500g Riso Scotti,560 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Camolino 1kg Panzani,588 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Basmati si salbatic 500g Panzani,933 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez mare Bob cu bob 1kg Riso Scotti,733 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez cu bob lung 500g Panzani,358 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez cu bob lung 4 plicuri 250g Uncle Ben's,555 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez natur si quinoa 2 bucati 2x125g Panzani,419 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez alb cu bob mijlociu 1kg Rizbo,449 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez basmatic si brun 500g Panzani,786 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Brizura de orez 1kg Rizbo,299 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez bob clasic 1kg 365,549 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez bob cu bob camolino 1kg Scotti,876 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Trigrano 2x125g Panzani,429 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez integral 500g Uncle Ben's,856 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez negru Venere 500g Riso Gallo,2180 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez cu bob mare 500g Agrino,469 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez albit cu bob lung 4 saculeti 500g 365,399 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Arborio pentru risotto 500g Scotti,856 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez bob rotund 1kg 365,579 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez pofta buna 1kg Atifco,799 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez natur Express 2 saculeti 250g Panzani,259 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez cu bob mare 1kg Deroni,669 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez cu bob mare extra 1kg Krina,659 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez perla bob mijlociu 1kg Izzy,524 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Sant Andreea bob mare 1kg Izzy,589 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Bulgur mare alb 500g Sebil,899 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Risotto cu alge 280g Delhaize,1199 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez Pearl Camolino 1kg Krina,619 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez camolino 1kg Atifco,802 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez rosu 500g Riso Gallo,1778 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez bob mijlociu 1kg Izzy,499 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Orez basmati cu legume si quinoa 250g Tilda,999 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Bulgur mic alb 500g Sebil,899 Lei/buc,Orez si Specialitati de orez,20171006,m_image.js,v1
Faina din grau 650 1kg Gusturi romanesti,199 Lei/buc,Faina,20171006,m_image.js,v1
Faina alba de grau tip 000 pentru cozonac 1kg Baneasa,363 Lei/buc,Faina,20171006,m_image.js,v1
Faina Alba de grau tip 000 1kg Dobrogea,293 Lei/buc,Faina,20171006,m_image.js,v1
Faina dietetica din grau intreg 1kg 7 Spice,286 Lei/buc,Faina,20171006,m_image.js,v1
Faina tip 000 1kg Baneasa,329 Lei/buc,Faina,20171006,m_image.js,v1
Faina de grau alba superioara 000 pentru cozonac 1kg Grania,369 Lei/buc,Faina,20171006,m_image.js,v1
Faina alba de grau superioara 000 1kg Raftul Bunicii,263 Lei/buc,Faina,20171006,m_image.js,v1
Faina de grau 650 1kg Hora,139 Lei/buc,Faina,20171006,m_image.js,v1
Faina din grau 000 1kg Gusturi romanesti,249 Lei/buc,Faina,20171006,m_image.js,v1
Faina neagra din secara 1kg Gusturi romanesti,299 Lei/buc,Faina,20171006,m_image.js,v1
Faina de grau neagra 1kg Gusturi romanesti,299 Lei/buc,Faina,20171006,m_image.js,v1
Faina Alba de grau 000 2kg Boromir,649 Lei/buc,Faina,20171006,m_image.js,v1
Faina din grau pentru cozonac 1kg Gusturi romanesti,269 Lei/buc,Faina,20171006,m_image.js,v1
Faina 550 pentru pizza 1kg Delizia,267 Lei/buc,Faina,20171006,m_image.js,v1
Faina de migdale 150g Solaris,1734 Lei/buc,Faina,20171006,m_image.js,v1
Faina de cocos eco 500g Biothemis,2474 Lei/buc,Faina,20171006,m_image.js,v1
Faina 000 pentru patiserie 1kg Delizia,278 Lei/buc,Faina,20171006,m_image.js,v1
Pesmet 500g Baneasa,349 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Gris de grau 500g Dobrogea,235 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai grisat Kukoricadara 500g Atifco,211 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai Extra Gold 1kg Raftul Bunicii,279 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
"Malai pentru mamaliga ""gata in 3 minute"" 500g Panzani",529 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai extra 1kg Baneasa,375 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai superior 1kg Hora,149 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Gris de grau 500g Baneasa,280 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Pesmet 500g 365,249 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Gris din grau 500g Raftul Bunicii,259 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai grisat 1kg Gusturi romanesti,375 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai calitate extra 1kg Arpis,379 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Gris din grau 500g Titan,266 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Pesmet alb din paine 500g Titan,300 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai extra 500g Baneasa,228 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai grisat 1kg 365,299 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Malai pentru mamaliga rapida 500g Baneasa,518 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Gris 500g Delizia,268 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Pesmet 500g Delizia,342 Lei/buc,"Malai, Gris si Pesmet",20171006,m_image.js,v1
Otet din vin 9 grade 1l Otet de Buzau,264 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet din vin alb 1l Topoloveni,269 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet de mere 500ml 365,309 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet din vin 1l Defne,249 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Suc concentrat de lamaie 200ml Polenghi Las,190 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet din vin alb 1l Gusturi romanesti,269 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet balsamic 500ml Delhaize,1149 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet de mere si miere 500ml 365,329 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Suc de lamai sicilia 200ml Limmi,495 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Dressing cu suc concentrat de lamaie 340ml 365,299 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet balsamic alb kalamata 500ml Kalamata,1746 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet de alcool etilic rafinat 9 grade 1l Olympia,299 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet balsamic 4 stele 500ml De Nigris,1266 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet balsamic 500ml Kalamata,1714 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet din vin 500ml Close to the Greek Nature,829 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet balsamic alb 500ml Colavita,1848 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet balsamic crema 225ml AB,1129 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet din vin 400ml 365,249 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet din vin alb Pinot 250ml Jamie Oliver,2029 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Otet balsamic De Mondena spray 250ml Ponti,1783 Lei/buc,Otet si Suc de lamaie,20171006,m_image.js,v1
Linte rosie 450g Delhaize,699 Lei/buc,Legume uscate,20171006,m_image.js,v1
Arpacas din grau 1kg 365,249 Lei/buc,Legume uscate,20171006,m_image.js,v1
Fasole alba cu bob mic 1kg Izzy,819 Lei/buc,Legume uscate,20171006,m_image.js,v1
Fasole cu bob mare 900g Atifco,970 Lei/buc,Legume uscate,20171006,m_image.js,v1
Linte mare 500g 365,669 Lei/buc,Legume uscate,20171006,m_image.js,v1
Fasole alba cu bob mare 500g 365,799 Lei/buc,Legume uscate,20171006,m_image.js,v1
Linte verde fina 500g Agrino,570 Lei/buc,Legume uscate,20171006,m_image.js,v1
Mix de ciuperci de padure 40g Delhaize,999 Lei/buc,Legume uscate,20171006,m_image.js,v1
Fasole alba bob medium 500g Agrino,649 Lei/buc,Legume uscate,20171006,m_image.js,v1
Fasole alba untoasa 800g Krina,1140 Lei/buc,Legume uscate,20171006,m_image.js,v1
"Fasole alba cu bob mare,elit 1kg Izzy",1049 Lei/buc,Legume uscate,20171006,m_image.js,v1
Naut boabe 500g 365,799 Lei/buc,Legume uscate,20171006,m_image.js,v1
Naut din Khalchidiki 500g Agrino,749 Lei/buc,Legume uscate,20171006,m_image.js,v1
Linte fina 500g 365,669 Lei/buc,Legume uscate,20171006,m_image.js,v1
Fasole 1kg Atifco foods,1019 Lei/buc,Legume uscate,20171006,m_image.js,v1
Linte verde 500g Delhaize,699 Lei/buc,Legume uscate,20171006,m_image.js,v1
Fasole pestrita de gradina 800g Krina,817 Lei/buc,Legume uscate,20171006,m_image.js,v1
Linte rosie ecologica 250g Bio Natur,1049 Lei/buc,Legume uscate,20171006,m_image.js,v1
Naut ecologic 250g Bio Natur,1049 Lei/buc,Legume uscate,20171006,m_image.js,v1
