nume,pret,sortimente,Date,RobotName,RobotVersion
Pepene Gialetti/Honey,5.99 Lei/kilogram,Fructe,20170906,cora,v1
Jasmin curmale500g,9.76 Lei/buc 19.52 kilogram,Fructe,20170906,cora,v1
Nuca cocos,2.69 Lei/buc,Fructe,20170906,cora,v1
Struguri albi fara samburi,12.49 Lei/kilogram,Fructe,20170906,cora,v1
Curmale fara samburi Jasmin 250g,4.41 Lei/buc 22.05 kilogram,Fructe,20170906,cora,v1
cora stafide 200g,5.09 Lei/buc 25.45 kilogram,Fructe,20170906,cora,v1
Struguri albi,10.99 Lei/kilogram,Fructe,20170906,cora,v1
Jasmin merisor indulcit partial deshidratat 250g,8.77 Lei/buc 35.08 kilogram,Fructe,20170906,cora,v1
Coacaze rosii ecologice 200g,12.49 Lei/buc 62.45 kilogram,Fructe,20170906,cora,v1
"Jasmin Mix Agrise,Goji,Merisor 100G",5.17 Lei/buc 51.70 kilogram,Fructe,20170906,cora,v1
cora stafide 200g,3.51 Lei/buc 17.55 kilogram,Fructe,20170906,cora,v1
Caise deshidratate Jasmin 250g,11.47 Lei/buc 45.88 kilogram,Fructe,20170906,cora,v1
Lamai eco 500g,8.99 Lei/buc 17.98 kilogram,Fructe,20170906,cora,v1
Bio Agros avocado twin pack 400g,18.99 Lei/buc 18.99 kilogram,Fructe,20170906,cora,v1
Afine 125g,5.49 Lei/buc 43.92 kilogram,Fructe,20170906,cora,v1
Avocado Ready to eat!,8.99 Lei/buc,Fructe,20170906,cora,v1
Prune Deshidratate Orlando's 200g,9.88 Lei/buc 49.40 kilogram,Fructe,20170906,cora,v1
Jasmin Stafide Aurii 500G,11.50 Lei/buc 23.00 kilogram,Fructe,20170906,cora,v1
Jasmin Stafide Brune 500G,8.09 Lei/buc 16.18 kilogram,Fructe,20170906,cora,v1
Stafide aurii Dr.Oetker 100g,3.28 Lei/buc 32.80 kilogram,Fructe,20170906,cora,v1
Stafide aurii Dr.Oetker 50g,1.93 Lei/buc 38.60 kilogram,Fructe,20170906,cora,v1
Jasmin goji deshidratat 100g,9.60 Lei/buc 96.00 kilogram,Fructe,20170906,cora,v1
Kiwi ECO 450 g,9.99 Lei/buc 22.20 kilogram,Fructe,20170906,cora,v1
Curmale Deshidratate Orlando's 200g,9.61 Lei/buc 48.05 kilogram,Fructe,20170906,cora,v1
Zmeura ecologica 200g,12.49 Lei/buc 62.45 kilogram,Fructe,20170906,cora,v1
Amestec de fructe uscate Dulceturi sublime Solaris 150g,5.82 Lei/buc 38.80 kilogram,Fructe,20170906,cora,v1
Fructul pasiunii,52.99 Lei/kilogram,Fructe,20170906,cora,v1
Portocale plasa ECO 1 kg,10.99 Lei/buc 10.99 kilogram,Fructe,20170906,cora,v1
Amestec de fructe uscate Tentatii dulci Solaris 150g,10.47 Lei/buc 69.80 kilogram,Fructe,20170906,cora,v1
Smochine Deshidratate Orlando's 200g,12.70 Lei/buc 63.50 kilogram,Fructe,20170906,cora,v1
Prune Deshidratate Jasmin 200g,6.54 Lei/buc 32.70 kilogram,Fructe,20170906,cora,v1
Nutline cocktail mix stafide si fructe uscate 150g,14.88 Lei/buc 99.20 kilogram,Fructe,20170906,cora,v1
Amestec de fructe Deliciu rosu Solaris 125g,9.82 Lei/buc 78.56 kilogram,Fructe,20170906,cora,v1
Prune Deshidratate Orlando's 500g,16.78 Lei/buc 41.95 kilogram,Fructe,20170906,cora,v1
Orlando's stafide aurii 250g,7.30 Lei/buc 29.20 kilogram,Fructe,20170906,cora,v1
Curmale Deshidratate Orlando's 500g,13.00 Lei/buc 26.00 kilogram,Fructe,20170906,cora,v1
Orlando's porumb prajit si sarat 500g,11.17 Lei/buc 22.34 kilogram,Fructe,20170906,cora,v1
Orlando's stafide brune 250g,5.29 Lei/buc 21.16 kilogram,Fructe,20170906,cora,v1
Jasmin cockteil fructe exotice 200g,7.68 Lei/buc 38.40 kilogram,Fructe,20170906,cora,v1
Merisor si goji Pirifan 200g,9.53 Lei/buc 47.65 kilogram,Fructe,20170906,cora,v1
Stafide brune Dr.Oetker 100g,3.04 Lei/buc 30.40 kilogram,Fructe,20170906,cora,v1
Physalis 100 g,5.99 Lei/buc 59.90 kilogram,Fructe,20170906,cora,v1
Stafide brune Dr.Oetker 50g,1.70 Lei/buc 34.00 kilogram,Fructe,20170906,cora,v1
Agrise Jasmin 100g,7.90 Lei/buc 79.00 kilogram,Fructe,20170906,cora,v1
Amestec de seminte si fructe rosii cora Degustation 120g,9.99 Lei/buc 83.25 kilogram,Fructe,20170906,cora,v1
Stafide brune Pirifan 200g,4.75 Lei/buc 23.75 kilogram,Fructe,20170906,cora,v1
Mix de Fructe Orlando's 250g,14.68 Lei/buc 58.72 kilogram,Fructe,20170906,cora,v1
cora amestec fructe 120g,4.39 Lei/buc 36.58 kilogram,Fructe,20170906,cora,v1
Amestec de fructe si seminte cora Degustation 120g,7.02 Lei/buc 58.50 kilogram,Fructe,20170906,cora,v1
Banane Eco 1100g,17.99 Lei/buc 16.35 kilogram,Fructe,20170906,cora,v1
Elmas Stafide Aurii 500G,12.09 Lei/buc 24.18 kilogram,Fructe,20170906,cora,v1
Mango Ready to eat!,8.99 Lei/buc,Fructe,20170906,cora,v1
Cocktail de Fructe Deshidratate Orlando's 250g,8.58 Lei/buc 34.32 kilogram,Fructe,20170906,cora,v1
Caise Deshidratate Orlando's 200g,17.82 Lei/buc 89.10 kilogram,Fructe,20170906,cora,v1
Merisoare in ciocolata Pszczotka 90g,4.58 Lei/buc 50.89 kilogram,Fructe,20170906,cora,v1
Bio Natur curmale Medjool deshidratate 200g,21.54 Lei/buc 107.70 kilogram,Fructe,20170906,cora,v1
Orlando's Mix Fitness 100g,6.85 Lei/buc 68.50 kilogram,Fructe,20170906,cora,v1
Colonial stafide 50g,1.32 Lei/buc 26.40 kilogram,Fructe,20170906,cora,v1
Elmas stafide 500g,11.91 Lei/buc 23.82 kilogram,Fructe,20170906,cora,v1
Caise Deshidratate Orlando's 400g,26.42 Lei/buc 66.05 kilogram,Fructe,20170906,cora,v1
Physalis deshidratat Jasmin 100g,10.09 Lei/buc 100.90 kilogram,Fructe,20170906,cora,v1
Orlando's fulgi de cocos 250g,7.95 Lei/buc 31.80 kilogram,Fructe,20170906,cora,v1
Orlando's cirese rosii confiate 200g,15.24 Lei/buc 76.20 kilogram,Fructe,20170906,cora,v1
Cocktail de Fructe Orlando's 400g,19.28 Lei/buc 48.20 kilogram,Fructe,20170906,cora,v1
Bio Natur smochine deshidratate bio 200g,20.64 Lei/buc 103.20 kilogram,Fructe,20170906,cora,v1
Lamai plasa 1kg,9.99 Lei/buc 9.99 kilogram,Fructe,20170906,cora,v1
Orlando'S Stafide Brune 500g,10.34 Lei/buc 20.68 kilogram,Fructe,20170906,cora,v1
Bio Natur curmale Demeter deshidratate 200g,15.71 Lei/buc 78.55 kilogram,Fructe,20170906,cora,v1
Bio Natur nuci de Brazilia crude 150g,20.64 Lei/buc 137.60 kilogram,Fructe,20170906,cora,v1
Orlando's Nature Adventure mix 100g,9.77 Lei/buc 97.70 kilogram,Fructe,20170906,cora,v1
Caise Romania,8.99 Lei/kilogram,Fructe,20170906,cora,v1
Kumquats,34.99 Lei/kilogram,Fructe,20170906,cora,v1
Bio Natur caise deshidratate 200g,20.64 Lei/buc 103.20 kilogram,Fructe,20170906,cora,v1
Bio Natur mango deshidratat 125g,20.64 Lei/buc 165.12 kilogram,Fructe,20170906,cora,v1
Prune,13.59 Lei/kilogram,Fructe,20170906,cora,v1
Bio Natur prune deshidratate 150g,20.64 Lei/buc 137.60 kilogram,Fructe,20170906,cora,v1
Orlando'S Stafide Aurii 500g,14.75 Lei/buc 29.50 kilogram,Fructe,20170906,cora,v1
Coacaze rosii 200g,6.49 Lei/buc 25.96 kilogram,Fructe,20170906,cora,v1
Goji 100g,9.72 Lei/buc 97.20 kilogram,Fructe,20170906,cora,v1
Nuca de Cocos SanoVita 250g,12.14 Lei/buc 48.56 kilogram,Fructe,20170906,cora,v1
Piersici Romania,19.99 Lei/kilogram,Fructe,20170906,cora,v1
Cirese galbene kg,19.99 Lei/kilogram,Fructe,20170906,cora,v1
Coacaze albe ecologice 200g,12.49 Lei/buc 62.45 kilogram,Fructe,20170906,cora,v1
Castraveti Cornichon,2.49 Lei/kilogram,Legume,20170906,cora,v1
Morcovi kg,1.99 Lei/kilogram,Legume,20170906,cora,v1
Cartofi noi Romania,1.89 Lei/kilogram,Legume,20170906,cora,v1
Ceapa galbena,1.69 Lei/kilogram,Legume,20170906,cora,v1
Dovlecei,1.99 Lei/kilogram,Legume,20170906,cora,v1
Ardei Gras Bianca,4.99 Lei/kilogram,Legume,20170906,cora,v1
Varza noua romaneasca,0.99 Lei/kilogram,Legume,20170906,cora,v1
Cartofi noi,2.49 Lei/kilogram,Legume,20170906,cora,v1
Ardei kapia rosu,7.99 Lei/kilogram,Legume,20170906,cora,v1
Rosii proaspete,4.49 Lei/kilogram,Legume,20170906,cora,v1
Ardei California rosu,10.99 Lei/kilogram,Legume,20170906,cora,v1
Ceapa verde,0.99 Lei/buc,Legume,20170906,cora,v1
Pastarnac,2.89 Lei/kilogram,Legume,20170906,cora,v1
Telina radacina,4.79 Lei/kilogram,Legume,20170906,cora,v1
Rosii de gradina,5.99 Lei/kilogram,Legume,20170906,cora,v1
Usturoi,20.99 Lei/kilogram,Legume,20170906,cora,v1
Ardei iute,6.99 Lei/kilogram,Legume,20170906,cora,v1
Morcovi la punga de 1kg,2.49 Lei/buc 2.49 kilogram,Legume,20170906,cora,v1
Olympia Bors 1L,1.92 Lei/buc 1.92 litru,Legume,20170906,cora,v1
Conopida kg,3.99 Lei/kilogram,Legume,20170906,cora,v1
Castraveti Fabio,4.99 Lei/kilogram,Legume,20170906,cora,v1
Vinete kg,5.99 Lei/kilogram,Legume,20170906,cora,v1
Ceapa rosie,2.99 Lei/kilogram,Legume,20170906,cora,v1
Ciuperci Champignon kg,8.99 Lei/kilogram,Legume,20170906,cora,v1
"Ridichi rosii rotunde, legatura",1.49 Lei/buc,Legume,20170906,cora,v1
Broccoli kg,6.49 Lei/kilogram,Legume,20170906,cora,v1
Ceapa galbena 1Kg,1.99 Lei/buc 1.99 kilogram,Legume,20170906,cora,v1
Legume mix supa 500g,2.49 Lei/buc 4.98 kilogram,Legume,20170906,cora,v1
Sfecla rosie noua,1.79 Lei/buc 1.79 kilogram,Legume,20170906,cora,v1
Cartofi rosii noi kg,2.49 Lei/kilogram,Legume,20170906,cora,v1
Gulii,1.59 Lei/buc,Legume,20170906,cora,v1
Ciuperci champignon 500g,4.99 Lei/buc 9.98 kilogram,Legume,20170906,cora,v1
Usturoi la Plasa 225g,6.99 Lei/buc 27.96 kilogram,Legume,20170906,cora,v1
Ghimbir 200g,2.99 Lei/buc 14.95 kilogram,Legume,20170906,cora,v1
Rosii Cherry 500g,4.79 Lei/buc 9.58 kilogram,Legume,20170906,cora,v1
Ardei California galben,10.99 Lei/kilogram,Legume,20170906,cora,v1
Rosii Cherry,8.99 Lei/kilogram,Legume,20170906,cora,v1
Fasole alba kg,5.99 Lei/kilogram,Legume,20170906,cora,v1
Ciuperci Champignon pentru grill 1kg,10.99 Lei/buc 10.99 kilogram,Legume,20170906,cora,v1
Fasole galbena pastai kg,8.99 Lei/kilogram,Legume,20170906,cora,v1
Cartofi dulci,7.99 Lei/kilogram,Legume,20170906,cora,v1
Telina frunze,2.19 Lei/buc,Legume,20170906,cora,v1
Rosii Roma la kg,9.99 Lei/kilogram,Legume,20170906,cora,v1
Ciuperci Champignon Brune 500g,5.99 Lei/buc 11.98 kilogram,Legume,20170906,cora,v1
Dovlecei zucchini,4.99 Lei/kilogram,Legume,20170906,cora,v1
Rosii Roma 500g,4.49 Lei/buc 8.98 kilogram,Legume,20170906,cora,v1
Ciuperci champignon 1kg,9.99 Lei/buc 9.99 kilogram,Legume,20170906,cora,v1
Morcovi legatura,1.99 Lei/buc,Legume,20170906,cora,v1
Ciuperci Champignon 250g,2.99 Lei/buc 11.96 kilogram,Legume,20170906,cora,v1
Rosii Cherry 250g,2.99 Lei/buc 11.96 kilogram,Legume,20170906,cora,v1
Ardei California mix 500g,6.99 Lei/buc 6.99 kilogram,Legume,20170906,cora,v1
Sparanghel verde legatura,10.99 Lei/buc,Legume,20170906,cora,v1
Rosii mini Roma 250g,3.49 Lei/buc 13.96 kilogram,Legume,20170906,cora,v1
Ardei verde la kg,10.99 Lei/kilogram,Legume,20170906,cora,v1
Vladi Bors 1L,1.75 Lei/buc 1.75 litru,Legume,20170906,cora,v1
Ciuperci pleurotus 500g,5.99 Lei/buc 11.98 kilogram,Legume,20170906,cora,v1
Praz,7.99 Lei/kilogram,Legume,20170906,cora,v1
Varza rosie,5.99 Lei/kilogram,Legume,20170906,cora,v1
Andive 500g,4.99 Lei/buc 9.98 kilogram,Legume,20170906,cora,v1
Morcovi ECO 500 g,5.69 Lei/buc 11.38 kilogram,Legume,20170906,cora,v1
Apio,3.99 Lei/buc,Legume,20170906,cora,v1
Rosii ECO 500 g,7.99 Lei/buc 15.98 kilogram,Legume,20170906,cora,v1
Bors Contec 2L,2.70 Lei/buc 1.35 litru,Legume,20170906,cora,v1
Castraveti ECO 300 g,3.99 Lei/buc 13.30 kilogram,Legume,20170906,cora,v1
Rosii Cherry ECO 250 g,6.99 Lei/buc 27.96 kilogram,Legume,20170906,cora,v1
Rosii Cherry Amestec Delicios 300g,5.49 Lei/buc 18.30 kilogram,Legume,20170906,cora,v1
Rosii Cherry Tigrelli 250g,4.49 Lei/buc 17.96 kilogram,Legume,20170906,cora,v1
Ridichi albe,5.99 Lei/kilogram,Legume,20170906,cora,v1
Mazare pastai kg,3.99 Lei/kilogram,Legume,20170906,cora,v1
Ardei kapia Eco 250gr,10.99 Lei/buc 43.96 kilogram,Legume,20170906,cora,v1
Ceapa galbena ECO 750 g,7.99 Lei/buc 10.65 kilogram,Legume,20170906,cora,v1
Fenicul,8.99 Lei/kilogram,Legume,20170906,cora,v1
Rosii Cherry Galbene 250g,4.49 Lei/buc 17.96 kilogram,Legume,20170906,cora,v1
Gulii violete/bucata,1.79 Lei/buc,Legume,20170906,cora,v1
Fasole rosie,8.99 Lei/kilogram,Legume,20170906,cora,v1
Usturoi eco 90g,5.99 Lei/buc 66.56 kilogram,Legume,20170906,cora,v1
Ardei Charleston Eco 230g,9.99 Lei/buc 43.43 kilogram,Legume,20170906,cora,v1
Castraveti Eco 350g,8.99 Lei/buc 25.69 kilogram,Legume,20170906,cora,v1
Hribi Uscati 50g,16.99 Lei/buc 339.80 kilogram,Legume,20170906,cora,v1
Magia Padurii galbiori uscati 50g,15.99 Lei/buc 319.80 kilogram,Legume,20170906,cora,v1
Dovlecel eco 420g,8.99 Lei/buc 8.99 kilogram,Legume,20170906,cora,v1
Germalex germeni mix 50g,4.99 Lei/buc 99.80 kilogram,Legume,20170906,cora,v1
Amestec de legume deshidratat Pirifan 200g,6.99 Lei/buc 34.95 kilogram,Legume,20170906,cora,v1
Magia Padurii mixt ciuperci uscate 50g,14.99 Lei/buc 299.80 kilogram,Legume,20170906,cora,v1
Germalex lastari de ceapa rosie 50g,4.99 Lei/buc 99.80 kilogram,Legume,20170906,cora,v1
Germalex germeni de lucerna 50g,3.49 Lei/buc 69.80 kilogram,Legume,20170906,cora,v1
Germalex germeni de lucerna varza rosie broccoli 50g,4.99 Lei/buc 4.99 kilogram,Legume,20170906,cora,v1
Germalex germeni de grau 75g,2.99 Lei/buc 39.87 kilogram,Legume,20170906,cora,v1
Ferma Negru gogonele murate 500g,4.10 Lei/buc 8.20 kilogram,Legume,20170906,cora,v1
Germalex germeni de ridichi 50g,4.39 Lei/buc 87.80 kilogram,Legume,20170906,cora,v1
Magia Padurii trambita piticului 50g,9.99 Lei/buc 199.80 kilogram,Legume,20170906,cora,v1
Ferma Negru ardei iute in vid 150g,3.36 Lei/buc 22.40 kilogram,Legume,20170906,cora,v1
Germalex germeni de broccoli 50g,5.99 Lei/buc 119.80 kilogram,Legume,20170906,cora,v1
Porumb pentru fiert,1.99 Lei/buc,Legume,20170906,cora,v1
Patrunjel/legatura,0.89 Lei/buc,Salate si verdeturi,20170906,cora,v1
Salata verde,1.69 Lei/buc,Salate si verdeturi,20170906,cora,v1
Marar/legatura,0.99 Lei/buc,Salate si verdeturi,20170906,cora,v1
Leustean/legatura,0.99 Lei/buc,Salate si verdeturi,20170906,cora,v1
Baby Spanac 100g,5.49 Lei/buc 54.90 kilogram,Salate si verdeturi,20170906,cora,v1
Salata Lollo Bionda,2.49 Lei/buc,Salate si verdeturi,20170906,cora,v1
Rucola 125g,4.99 Lei/buc 39.92 kilogram,Salate si verdeturi,20170906,cora,v1
Salata iceberg,3.99 Lei/buc,Salate si verdeturi,20170906,cora,v1
Menta proaspata 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Salata Lollo Rossa,2.49 Lei/buc,Salate si verdeturi,20170906,cora,v1
Eisberg Salata Bolero 180g,6.99 Lei/buc 38.83 kilogram,Salate si verdeturi,20170906,cora,v1
Busuioc proaspat 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Valeriana 100g,5.99 Lei/buc 59.90 kilogram,Salate si verdeturi,20170906,cora,v1
Eisberg Salata Endivia Mix 150g,6.59 Lei/buc 43.93 kilogram,Salate si verdeturi,20170906,cora,v1
Eisberg Salata 220g,6.99 Lei/buc 31.77 kilogram,Salate si verdeturi,20170906,cora,v1
Eisberg Salata Mixta Romana 250g,7.29 Lei/buc 29.16 kilogram,Salate si verdeturi,20170906,cora,v1
Eisberg salata Bucur 200g,5.79 Lei/buc 28.95 kilogram,Salate si verdeturi,20170906,cora,v1
Eisberg salata baby batavia,4.99 Lei/buc 49.90 kilogram,Salate si verdeturi,20170906,cora,v1
Eisberg Misticanza salata 100g,6.49 Lei/buc 64.90 kilogram,Salate si verdeturi,20170906,cora,v1
Eisberg Salata Pikans 140g,6.99 Lei/buc 49.93 kilogram,Salate si verdeturi,20170906,cora,v1
Rozmarin proaspat 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Menta proaspata la legatura,1.49 Lei/buc 1.49 kilogram,Salate si verdeturi,20170906,cora,v1
Menta proaspata in ghiveci,9.99 Lei/buc 9.99 kilogram,Salate si verdeturi,20170906,cora,v1
Rozmarin in ghiveci,9.99 Lei/buc,Salate si verdeturi,20170906,cora,v1
Coriandru proaspat 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Cimbru 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Chives 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Oregano proaspat 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Tarhon 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Salvie 30g,5.49 Lei/buc 183.00 kilogram,Salate si verdeturi,20170906,cora,v1
Cimbru ghiveci,9.99 Lei/buc,Salate si verdeturi,20170906,cora,v1
cora amestec carne tocata porc si vita,16.69 Lei/kilogram,Carne,20170906,cora,v1
Pulpa de Pui cu Spate Durdulan,8.42 Lei/kilogram,Carne,20170906,cora,v1
Fragedo ficat pui,14.06 Lei/kilogram,Carne,20170906,cora,v1
Carne Tocata de Porc cora,13.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo piept pui dezosat,21.97 Lei/kilogram,Carne,20170906,cora,v1
Fragedo piept pui dezosat feliat,23.73 Lei/kilogram,Carne,20170906,cora,v1
cora carne tocata spata de porc,15.99 Lei/kilogram,Carne,20170906,cora,v1
Piept de Pui Dezosat fara piele Durdulan,19.69 Lei/kilogram,Carne,20170906,cora,v1
cora carnati porc,16.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo pipote si inimi,13.18 Lei/kilogram,Carne,20170906,cora,v1
Fragedo mini fileuri din piept de pui dezosat,23.73 Lei/kilogram,Carne,20170906,cora,v1
Agricola puiul fericit spinari si spate de pui,6.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo Transavia aripioare de pui fara varf,13.18 Lei/kilogram,Carne,20170906,cora,v1
Durdulan pulpe de pui inferioare,12.29 Lei/kilogram,Carne,20170906,cora,v1
cora Cotlet De Porc Fara Os,20.99 Lei/kilogram,Carne,20170906,cora,v1
cora pulpa porc fara os,16.99 Lei/kilogram,Carne,20170906,cora,v1
cora carne tocata porc si vita,14.99 Lei/kilogram,Carne,20170906,cora,v1
Carne de porc pentru snitel,14.99 Lei/kilogram,Carne,20170906,cora,v1
cora piept porc feliat cu os si sorici,14.99 Lei/kilogram,Carne,20170906,cora,v1
cora ceafa porc fara os,20.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo carne tocata din piept de pui,21.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo pulpe de pui inferioare,13.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo pulpe de pui dezosate fara piele,18.89 Lei/kilogram,Carne,20170906,cora,v1
Fragedo carne tocata din pulpa de pui dezosata,17.29 Lei/kilogram,Carne,20170906,cora,v1
cora pulpe de pui afumate,11.81 Lei/kilogram,Carne,20170906,cora,v1
cora cotlet de porc cu os,16.99 Lei/kilogram,Carne,20170906,cora,v1
Chipotalas de Porc cora,15.99 Lei/kilogram,Carne,20170906,cora,v1
Mici de Vita si Oaie cora,13.49 Lei/kilogram,Carne,20170906,cora,v1
cora Piept De Porc Feliat Cu Os Si Sorici,14.99 Lei/kilogram,Carne,20170906,cora,v1
cora rasol de porc feliat,9.99 Lei/kilogram,Carne,20170906,cora,v1
cora muschiulet porc,26.99 Lei/kilogram,Carne,20170906,cora,v1
cora cubulete porc extra,17.99 Lei/kilogram,Carne,20170906,cora,v1
Avicola Focsani piept de pui dezosat,16.99 Lei/kilogram,Carne,20170906,cora,v1
Avicola Focsani pulpe inferioare de pui,13.18 Lei/kilogram,Carne,20170906,cora,v1
Agricola piept de pui dezosat feliat,20.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo pulpe de pui dezosate fara piele,18.69 Lei/kilogram,Carne,20170906,cora,v1
cora slanina taraneasca,16.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo pulpe de pui superioare,11.86 Lei/kilogram,Carne,20170906,cora,v1
Fragedo Family Pack piept de pui dezosat fara piele,21.69 Lei/kilogram,Carne,20170906,cora,v1
Piept de Pui cu os Fragedo,14.06 Lei/kilogram,Carne,20170906,cora,v1
Pui Grill Puiul Fericit Agricola,18.69 Lei/kilogram,Carne,20170906,cora,v1
cora rasol manzat cu os 2buc,19.49 Lei/kilogram,Carne,20170906,cora,v1
Integra sorici de porc parlit 200g,5.90 Lei/buc,Carne,20170906,cora,v1
Agricola inner file,18.59 Lei/kilogram,Carne,20170906,cora,v1
Ave Ficat De Pui,14.94 Lei/kilogram,Carne,20170906,cora,v1
Pulpe de Pui cu os Puiul Fericit Agricola,19.99 Lei/kilogram,Carne,20170906,cora,v1
Fragedo pui grill,10.99 Lei/kilogram,Carne,20170906,cora,v1
"Penes piept de curcan dezosat, fara piele",32.52 Lei/kilogram,Carne,20170906,cora,v1
Spate de Curcan Penes Galli Gallo,5.71 Lei/kilogram,Carne,20170906,cora,v1
Ferma Vranceana ficat de pui,10.99 Lei/kilogram,Carne,20170906,cora,v1
cora piept de pui cu os afumat,13.18 Lei/kilogram,Carne,20170906,cora,v1
cora carne tocata de manzat,15.99 Lei/kilogram,Carne,20170906,cora,v1
cora carnati porc,15.99 Lei/kilogram,Carne,20170906,cora,v1
Ave piept de pui dezosat,21.97 Lei/kilogram,Carne,20170906,cora,v1
Fragedo pulpe pui,9.89 Lei/kilogram,Carne,20170906,cora,v1
Ave Gaturi De Pui,5.27 Lei/kilogram,Carne,20170906,cora,v1
Fragedo Family Pack pulpa pui cu os,12.19 Lei/kilogram,Carne,20170906,cora,v1
cora file de porc afumat,28.99 Lei/kilogram,Carne,20170906,cora,v1
Ferma Vranceana pui grill Avicola Focsani,10.54 Lei/kilogram,Carne,20170906,cora,v1
Lili Gri ficat de pui,10.99 Lei/kilogram,Carne,20170906,cora,v1
Galli Gallo Carne de Curcan,7.90 Lei/kilogram,Carne,20170906,cora,v1
cora burta vita,16.25 Lei/kilogram,Carne,20170906,cora,v1
cora cubulete vitel,36.99 Lei/kilogram,Carne,20170906,cora,v1
Snitel de Manzat,31.99 Lei/kilogram,Carne,20170906,cora,v1
Galli Gallo Gaturi de Curcan,12.30 Lei/kilogram,Carne,20170906,cora,v1
Integra burta vita,17.57 Lei/kilogram,Carne,20170906,cora,v1
Piept de Pui cu os Puiul Fericit Agricola,20.19 Lei/kilogram,Carne,20170906,cora,v1
Cotlet de Vitel,32.99 Lei/kilogram,Carne,20170906,cora,v1
Ave Pipote Si Inimi De Pui,13.18 Lei/kilogram,Carne,20170906,cora,v1
cora cotlet de porc cu os si sorici,14.99 Lei/kilogram,Carne,20170906,cora,v1
Pulpa de Curcan inferioara cu os si piele Galli Gallo,14.06 Lei/kilogram,Carne,20170906,cora,v1
cora cubulete manzat,27.99 Lei/kilogram,Carne,20170906,cora,v1
Galli Gallo piept de curcan dezosat,33.40 Lei/kilogram,Carne,20170906,cora,v1
Lili Gri piept de pui dezosat fara piele,16.99 Lei/kilogram,Carne,20170906,cora,v1
