nume,pret,sortimente,Date,RobotName,RobotVersion,Sortiment,Post cheltuieli
Croissant cu umplutura de arahide si cacao 7 Days 80g,1.86 Lei/buc 23.25 kilogram,Dulciuri,20170803,cora,v1,,
7 Days max croissant spumante 85g,1.80 Lei/buc 21.18 kilogram,Dulciuri,20170803,cora,v1,,
Orbit profesional guma mestecat 14g,2.22 Lei/buc,Dulciuri,20170803,cora,v1,,
Oreo biscuiti 66g,1.52 Lei/buc 23.03 kilogram,Dulciuri,20170803,cora,v1,10707,107
Biscuiti marshmallow cu glazura cocos Eti Puf 16g,0.44 Lei/buc,Dulciuri,20170803,cora,v1,,
Winterfresh guma mestecat 28g,2.17 Lei/buc,Dulciuri,20170803,cora,v1,,
Biscuiti marshmallow cu glazura cacao Eti Puf 18g,0.46 Lei/buc,Dulciuri,20170803,cora,v1,,
Chipicao croissant cacao 60g,1.69 Lei/buc 28.17 kilogram,Dulciuri,20170803,cora,v1,14906,149
Skittles Fruits 38G,1.54 Lei/buc,Dulciuri,20170803,cora,v1,,
Croissant cu umplutura de cacao 7 Days Super Max 110g,2.39 Lei/buc 21.73 kilogram,Dulciuri,20170803,cora,v1,,
Winterfresh guma mestecat 80g,1.98 Lei/buc,Dulciuri,20170803,cora,v1,,
Joe mini Napolitana Cacao 40G,1.01 Lei/buc,Dulciuri,20170803,cora,v1,14903,149
Orbit Blueberry Pastile 14G,1.57 Lei/buc,Dulciuri,20170803,cora,v1,,
Winny biscuiti 25g,0.32 Lei/buc,Dulciuri,20170803,cora,v1,,
Biscuiti marshmallow cu granule colorate Puf Eti 18g,0.46 Lei/buc,Dulciuri,20170803,cora,v1,,
7 Days Croissant Cacao 65G,1.42 Lei/buc 21.85 kilogram,Dulciuri,20170803,cora,v1,,
Joe Napolitane Zi Buna cu Lamaie 115g,1.71 Lei/buc 14.87 kilogram,Dulciuri,20170803,cora,v1,,
Airwaves guma mestecat 14g,1.62 Lei/buc,Dulciuri,20170803,cora,v1,,
7 Days croissant vanilie 80g,1.81 Lei/buc 22.63 kilogram,Dulciuri,20170803,cora,v1,,
cora cozonac 500g,3.99 Lei/buc 7.98 kilogram,Dulciuri,20170803,cora,v1,10807,108
Orbit Kids guma mestecat 13g,1.61 Lei/buc,Dulciuri,20170803,cora,v1,,
Biscuiti Petit Beurre Winny 400g,2.96 Lei/buc 7.40 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti marshmallow cu granule de capsuni Puf Eti 18g,0.47 Lei/buc,Dulciuri,20170803,cora,v1,,
Croissant cu umplutura de cacao si de vanilie 7 Days Double Super Max 110g,2.39 Lei/buc 21.73 kilogram,Dulciuri,20170803,cora,v1,,
Napolitane cu crema de lamaie Alka Alfers 170g,2.37 Lei/buc 13.94 kilogram,Dulciuri,20170803,cora,v1,,
7 Days croissant cirese 80g,1.82 Lei/buc 22.75 kilogram,Dulciuri,20170803,cora,v1,,
Orbit guma mestecat 14g,1.57 Lei/buc,Dulciuri,20170803,cora,v1,,
Rostar Biscuiti Extra Petit Beurre 300g,4.00 Lei/buc 13.33 kilogram,Dulciuri,20170803,cora,v1,10708,107
Guma de mestecat fara zahar Orbit Professional Strong Mint 84g,11.15 Lei/buc,Dulciuri,20170803,cora,v1,,
Lu Barni prajitura 150g,5.41 Lei/buc 36.07 kilogram,Dulciuri,20170803,cora,v1,,
Rostar biscuiti 140g,2.02 Lei/buc 14.43 kilogram,Dulciuri,20170803,cora,v1,,
Napolitane cu crema de cacao Alka Alfers 170g,2.44 Lei/buc 14.35 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu cacao si crema de vanilie Oreo Original 154g,3.43 Lei/buc 22.27 kilogram,Dulciuri,20170803,cora,v1,,
Halva din floarea-soarelui cu vanilie Bek 30g,0.89 Lei/buc,Dulciuri,20170803,cora,v1,,
Joe mini Napolitana Vanilie 40G,1.01 Lei/buc,Dulciuri,20170803,cora,v1,,
Guma de mestecat Orbit Spearmint 3x10buc,4.71 Lei/buc,Dulciuri,20170803,cora,v1,,
Baton de caramel cu cereale Lion 2x30g,1.87 Lei/buc,Dulciuri,20170803,cora,v1,,
Croissant cu crema de lapte Boromir 50g,1.04 Lei/buc 20.80 kilogram,Dulciuri,20170803,cora,v1,,
Winny biscuiti 70g,0.57 Lei/buc 8.14 kilogram,Dulciuri,20170803,cora,v1,,
Airwaves guma mestecat 14g,1.63 Lei/buc,Dulciuri,20170803,cora,v1,,
Boromir croissant ciocolata 50g,1.04 Lei/buc 20.80 kilogram,Dulciuri,20170803,cora,v1,,
7 Days biscuiti chipicao 50g,1.80 Lei/buc 36.00 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu unt Tedi 100g,1.47 Lei/buc 14.70 kilogram,Dulciuri,20170803,cora,v1,,
Halva din floarea-soarelui cu vanilie si glazura de ciocolata Bek 35g,0.91 Lei/buc,Dulciuri,20170803,cora,v1,,
Big fox biscuiti 30g,0.61 Lei/buc 20.33 kilogram,Dulciuri,20170803,cora,v1,,
Skittles Drajeuri Wild Berry 38g,1.54 Lei/buc,Dulciuri,20170803,cora,v1,,
Guma de mestecat cu aroma de mentol si menta Airwaves Cool 14g,1.66 Lei/buc,Dulciuri,20170803,cora,v1,,
Orbit Kids Tropical 5 sticks 13G,1.61 Lei/buc,Dulciuri,20170803,cora,v1,,
Tic Tac Fresh Mint 18g,2.36 Lei/buc,Dulciuri,20170803,cora,v1,,
Joe Napolitane Zi Buna cu Cacao 115g,1.73 Lei/buc 15.04 kilogram,Dulciuri,20170803,cora,v1,,
Milka biscuiti 150g,3.84 Lei/buc 25.60 kilogram,Dulciuri,20170803,cora,v1,,
Turbo guma de mestecat 22.5g,0.53 Lei/buc,Dulciuri,20170803,cora,v1,,
Boromir croissant caise 50g,0.99 Lei/buc 19.80 kilogram,Dulciuri,20170803,cora,v1,,
Drajeuri cu gust de portocale Tic-Tac 18g,2.31 Lei/buc,Dulciuri,20170803,cora,v1,,
Winterfresh guma mestecat 14g,1.65 Lei/buc,Dulciuri,20170803,cora,v1,,
7 Days croissant coconut 80g,1.81 Lei/buc 22.63 kilogram,Dulciuri,20170803,cora,v1,,
Lu Barni prajitura 150g,5.56 Lei/buc 37.07 kilogram,Dulciuri,20170803,cora,v1,,
Orbit professional guma mestecat 14g,2.19 Lei/buc,Dulciuri,20170803,cora,v1,,
Hubba Bubba Outrageous Original 35G,2.47 Lei/buc,Dulciuri,20170803,cora,v1,,
Belvita start biscuiti 50g,1.31 Lei/buc 26.20 kilogram,Dulciuri,20170803,cora,v1,,
Milka biscuiti zmeura 147g,3.90 Lei/buc 26.53 kilogram,Dulciuri,20170803,cora,v1,,
7 Days Croissant Double Vanilie si Capsune 80G,1.80 Lei/buc 22.50 kilogram,Dulciuri,20170803,cora,v1,,
Naty napolitane 200g,2.94 Lei/buc 14.70 kilogram,Dulciuri,20170803,cora,v1,,
Dropsuri cu miere si vitamina C Airwaves Strong 33.5g,1.86 Lei/buc,Dulciuri,20170803,cora,v1,,
Oreo biscuiti 176g,4.28 Lei/buc 24.32 kilogram,Dulciuri,20170803,cora,v1,,
Rostar biscuiti 460g,6.16 Lei/buc 13.39 kilogram,Dulciuri,20170803,cora,v1,,
Olala! Croissant cacao 55g,0.94 Lei/buc 1.71 kilogram,Dulciuri,20170803,cora,v1,,
7 Days max croissant brulee 85g,1.82 Lei/buc 21.41 kilogram,Dulciuri,20170803,cora,v1,,
Skittles Crazy Sours 38G,1.54 Lei/buc,Dulciuri,20170803,cora,v1,,
Dropsuri cu miere si lamaie Airwaves 33.5g,1.88 Lei/buc,Dulciuri,20170803,cora,v1,,
Belvita start biscuiti 300g,6.90 Lei/buc 23.00 kilogram,Dulciuri,20170803,cora,v1,,
Hubba Bubba Apple 35G,2.48 Lei/buc,Dulciuri,20170803,cora,v1,,
Tic Tac Apple mix 18g,2.32 Lei/buc,Dulciuri,20170803,cora,v1,,
Milka biscuiti Choco Minis 6buc 37.5g,1.13 Lei/buc,Dulciuri,20170803,cora,v1,,
Guma de mestecat fara zahar Orbit Professional White Spearmint 84g,11.15 Lei/buc,Dulciuri,20170803,cora,v1,,
Fox biscuiti 30g,0.57 Lei/buc 19.00 kilogram,Dulciuri,20170803,cora,v1,,
Boromir croissant vin spumant 50g,0.97 Lei/buc 19.40 kilogram,Dulciuri,20170803,cora,v1,,
Joe mini napolitane cu crema de ciocolata 200g,4.16 Lei/buc 23.11 kilogram,Dulciuri,20170803,cora,v1,,
Wrigley's 5 guma mestecat 30g,4.26 Lei/buc,Dulciuri,20170803,cora,v1,,
Biscuiti cu cacao si crema de vanilie Oreo Double Creme 185g,4.28 Lei/buc 23.14 kilogram,Dulciuri,20170803,cora,v1,,
Sly napolitane 20g,0.71 Lei/buc,Dulciuri,20170803,cora,v1,,
Sugus traditional bomboane 80g,2.16 Lei/buc 27.00 kilogram,Dulciuri,20170803,cora,v1,14719,147
Rostar biscuiti 100g,1.47 Lei/buc 14.70 kilogram,Dulciuri,20170803,cora,v1,,
Big fox biscuiti 30g,0.59 Lei/buc,Dulciuri,20170803,cora,v1,,
Joe XXL Napolitane cacao cu ciocolata 46g,1.27 Lei/buc,Dulciuri,20170803,cora,v1,,
Prajitura umpluta cu crema Milka Choc&Choc 150g,5.72 Lei/buc 38.13 kilogram,Dulciuri,20170803,cora,v1,,
Milka chocojaffa fursecuri 128g,3.82 Lei/buc 29.84 kilogram,Dulciuri,20170803,cora,v1,,
Arahide invelite in ciocolata cu lapte M&Ms's 90g,4.01 Lei/buc 44.56 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu crema de cacao cora 36g,0.52 Lei/buc,Dulciuri,20170803,cora,v1,10704,107
Biscuiti cu smantana Ciambelle Balocco 700g,11.00 Lei/buc 15.71 kilogram,Dulciuri,20170803,cora,v1,,
Napolitane cu crema cacao si aroma de rom Alka Alfers 170g,2.38 Lei/buc 14.00 kilogram,Dulciuri,20170803,cora,v1,,
Mini croissante cu umplutura de cacao Chipicao 60g,1.78 Lei/buc 29.67 kilogram,Dulciuri,20170803,cora,v1,,
7 Days Croissant cu Sampanie 65g,1.41 Lei/buc 21.69 kilogram,Dulciuri,20170803,cora,v1,,
Knoppers napolitane 25g,1.71 Lei/buc,Dulciuri,20170803,cora,v1,,
Belvita start biscuiti 300g,6.93 Lei/buc 23.10 kilogram,Dulciuri,20170803,cora,v1,,
Leibniz biscuiti 100g,3.46 Lei/buc 34.60 kilogram,Dulciuri,20170803,cora,v1,,
Maia biscuiti 120g,2.00 Lei/buc 16.67 kilogram,Dulciuri,20170803,cora,v1,,
Rostar biscuiti 80g,1.04 Lei/buc 13.00 kilogram,Dulciuri,20170803,cora,v1,,
7 Days Mini Croissant Double Cacao si Vanilie 185G,4.80 Lei/buc 25.95 kilogram,Dulciuri,20170803,cora,v1,,
Boromir cozonac cu crema de ciocolata si alune 450g,8.13 Lei/buc 18.07 kilogram,Dulciuri,20170803,cora,v1,,
5 turbulence guma mestecat 31g,4.20 Lei/buc,Dulciuri,20170803,cora,v1,,
Bel vita biscuiti 300g,6.90 Lei/buc 23.00 kilogram,Dulciuri,20170803,cora,v1,,
Orbit mints professional classic 18g,2.38 Lei/buc,Dulciuri,20170803,cora,v1,,
Boromir piscoturi 200g,3.44 Lei/buc 17.20 kilogram,Dulciuri,20170803,cora,v1,,
"Bomboane gumate moi cu ananas, grapefruit si banana Sugus Exotic 80g",2.18 Lei/buc 27.25 kilogram,Dulciuri,20170803,cora,v1,,
Hubba bubba guma mestecat 56g,5.93 Lei/buc,Dulciuri,20170803,cora,v1,,
Fursecuri cu bucatele de ciocolata cu lapte Milka Choco Cookies 135g,3.81 Lei/buc 28.22 kilogram,Dulciuri,20170803,cora,v1,,
Feleacul halva 400g,5.79 Lei/buc 14.48 kilogram,Dulciuri,20170803,cora,v1,14803,148
Belvita Start biscuiti 300g,6.97 Lei/buc 23.23 kilogram,Dulciuri,20170803,cora,v1,,
Big fox biscuiti 30g,0.60 Lei/buc,Dulciuri,20170803,cora,v1,,
Orbit professional 0.18g,2.38 Lei/buc,Dulciuri,20170803,cora,v1,,
Belvita Start biscuiti cu cereale si ciocolata 50g,1.30 Lei/buc 26.00 kilogram,Dulciuri,20170803,cora,v1,,
Big Joe napolitane cu crema de cacao 55g,1.14 Lei/buc 22.80 kilogram,Dulciuri,20170803,cora,v1,,
Salam de biscuiti Accasa 80g,1.08 Lei/buc 13.50 kilogram,Dulciuri,20170803,cora,v1,,
7 Days Mini Croissant Cacao 65G,1.83 Lei/buc 30.50 kilogram,Dulciuri,20170803,cora,v1,,
Accasa Fursecuri Sufletzelle 400g,4.47 Lei/buc 11.17 kilogram,Dulciuri,20170803,cora,v1,,
Prajitura cu crema de vanilie si gem de capsuni 7 Days 30g,0.73 Lei/buc,Dulciuri,20170803,cora,v1,,
Milka Cookies Sensations 156g,6.03 Lei/buc 38.65 kilogram,Dulciuri,20170803,cora,v1,,
Haribo Goldbaren jeleuri 100g,3.65 Lei/buc 36.50 kilogram,Dulciuri,20170803,cora,v1,,
7 Days mini croissant cacao185g,4.87 Lei/buc 26.32 kilogram,Dulciuri,20170803,cora,v1,,
7 Days mini croissant sampanie 185g,4.85 Lei/buc 26.22 kilogram,Dulciuri,20170803,cora,v1,,
Winny drajeuri 100g,2.46 Lei/buc 24.60 kilogram,Dulciuri,20170803,cora,v1,,
Big fox biscuiti 30g,0.62 Lei/buc,Dulciuri,20170803,cora,v1,,
Belvita Start biscuiti 300g,6.92 Lei/buc 23.07 kilogram,Dulciuri,20170803,cora,v1,,
Rostar picnic biscuiti 75g,1.12 Lei/buc 14.93 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu unt Classic Petit Beurre 600g,4.33 Lei/buc 7.22 kilogram,Dulciuri,20170803,cora,v1,,
Prajitura cu umplutura de capsuni si mere LU Barni 150g,5.44 Lei/buc 36.27 kilogram,Dulciuri,20170803,cora,v1,,
Prajitura cu crema de cacao 7 Days 30g,0.73 Lei/buc,Dulciuri,20170803,cora,v1,,
Prajitura cu crema de vanilie si gem de caise 7 Days 30g,0.77 Lei/buc,Dulciuri,20170803,cora,v1,,
Biscuiti digestivi cu scortisoara Digesta Dobrogea 90g,1.34 Lei/buc 14.89 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu cocos Petit Beurre Coconitos 100g,1.69 Lei/buc 16.90 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu cacao si crema de vanilie Winny 300g,2.80 Lei/buc 9.33 kilogram,Dulciuri,20170803,cora,v1,,
7 Days home croissant cacao 300g,6.30 Lei/buc 21.00 kilogram,Dulciuri,20170803,cora,v1,,
Wrigley's 5 guma mestecat 30g,4.27 Lei/buc,Dulciuri,20170803,cora,v1,,
Digesta Biscuiti Digestivi Portocale 84G,1.36 Lei/buc 16.19 kilogram,Dulciuri,20170803,cora,v1,,
"Prajitura cu bucatele de ciocolata, lapte si crema de ciocolata Milka 5buc",6.02 Lei/buc 34.40 kilogram,Dulciuri,20170803,cora,v1,,
Misura biscuiti 100g,3.69 Lei/buc 36.90 kilogram,Dulciuri,20170803,cora,v1,,
Eugenia biscuiti cu crema de cacao 360g,7.60 Lei/buc,Dulciuri,20170803,cora,v1,,
7 Days Mini Croissant Double Cacao si Vanilie 60G,1.83 Lei/buc 30.50 kilogram,Dulciuri,20170803,cora,v1,,
"Biscuiti digestivi cu cereale, stafide, caise si mar Digesta 82g",1.40 Lei/buc 17.07 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti pentru ceai Eti 200g,4.30 Lei/buc 10.75 kilogram,Dulciuri,20170803,cora,v1,,
Desert Choco Banana 18g,0.31 Lei/buc,Dulciuri,20170803,cora,v1,,
Biscuiti cu crema de cacao Winny 300g,2.80 Lei/buc 9.33 kilogram,Dulciuri,20170803,cora,v1,,
Bomboane de ciocolata cu lapte cu glazura M&Ms's 90g,4.06 Lei/buc 45.11 kilogram,Dulciuri,20170803,cora,v1,,
Fursecuri simple Luci Pol 300g,5.72 Lei/buc 19.07 kilogram,Dulciuri,20170803,cora,v1,14911,149
Boromir tortulet de biscuiti 50g,1.32 Lei/buc 26.40 kilogram,Dulciuri,20170803,cora,v1,,
Kremali biscuiti 80g,0.81 Lei/buc 10.13 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu crema de cacao Biskrem 160g,3.98 Lei/buc 24.88 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu crema de lamaie Eugenia 36g,0.84 Lei/buc,Dulciuri,20170803,cora,v1,,
Digesta Biscuiti 84g,1.40 Lei/buc 17.07 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu cacao si crema de cacao Oreo 154g,3.43 Lei/buc 22.27 kilogram,Dulciuri,20170803,cora,v1,,
Biscuiti cu unt Zoo Leibniz 100g,5.00 Lei/buc 50.00 kilogram,Dulciuri,20170803,cora,v1,,
Prajitura cu crema de vanilie si glazura de cacao 7 Days 32g,0.76 Lei/buc,Dulciuri,20170803,cora,v1,,
Magura prajitura 35g,1.08 Lei/buc,Dulciuri,20170803,cora,v1,,
Biscuiti cu cereale integrale si fructe de padure Belvita Breakfast 300g,6.96 Lei/buc 23.20 kilogram,Dulciuri,20170803,cora,v1,,
Gusto pufuleti 45g,0.58 Lei/buc,Snacksuri,20170803,cora,v1,,
Gusto pufuleti 85g,0.94 Lei/buc 11.06 kilogram,Snacksuri,20170803,cora,v1,,
Chio popcorn 80g,1.80 Lei/buc 22.50 kilogram,Snacksuri,20170803,cora,v1,,
Bake rolls pizza 70g,2.01 Lei/buc 25.12 kilogram,Snacksuri,20170803,cora,v1,,
Bake rolls 80g,2.00 Lei/buc 25.00 kilogram,Snacksuri,20170803,cora,v1,,
Bake rolls 80g,2.00 Lei/buc 25.00 kilogram,Snacksuri,20170803,cora,v1,,
Snack cu susan alb si negru Toortitzi 80g,2.22 Lei/buc 27.75 kilogram,Snacksuri,20170803,cora,v1,,
Boromir covrigi 400g,4.98 Lei/buc 12.45 kilogram,Snacksuri,20170803,cora,v1,,
Pringles chips 165g,7.07 Lei/buc 42.85 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips cu sare 155g,4.18 Lei/buc 26.97 kilogram,Snacksuri,20170803,cora,v1,,
Snack cu sare Toortitzi 80g,2.17 Lei/buc 27.13 kilogram,Snacksuri,20170803,cora,v1,,
Toortitzi cu mix de seminte 80g,2.21 Lei/buc 27.63 kilogram,Snacksuri,20170803,cora,v1,,
Grand Papa Covrigi Frageziti Cu Vin Alb 230g,3.67 Lei/buc 15.96 kilogram,Snacksuri,20170803,cora,v1,,
Toortitzi cu mix susan 180g,3.86 Lei/buc 21.44 kilogram,Snacksuri,20170803,cora,v1,,
Vel Pitar covrigei 100g,1.59 Lei/buc 15.90 kilogram,Snacksuri,20170803,cora,v1,,
Lotto pufuleti 45g,0.65 Lei/buc,Snacksuri,20170803,cora,v1,,
Chio popcorn 80g,1.84 Lei/buc 23.00 kilogram,Snacksuri,20170803,cora,v1,,
Star pufuleti 125g,2.48 Lei/buc 19.84 kilogram,Snacksuri,20170803,cora,v1,,
Chio popcorn 80g,1.85 Lei/buc 23.13 kilogram,Snacksuri,20170803,cora,v1,,
Snack cu sare Pom-Bar Original 40g,1.55 Lei/buc,Snacksuri,20170803,cora,v1,,
Lotto clasic pufuleti 80g,2.11 Lei/buc 26.37 kilogram,Snacksuri,20170803,cora,v1,,
Croco sticks 40g,0.49 Lei/buc,Snacksuri,20170803,cora,v1,,
Boromir covrigei 100g,1.24 Lei/buc 12.40 kilogram,Snacksuri,20170803,cora,v1,10605,106
Boromir adevaratii covrigi de Buzau 250g,2.92 Lei/buc 11.68 kilogram,Snacksuri,20170803,cora,v1,,
Croco sticks 100g,1.05 Lei/buc 10.50 kilogram,Snacksuri,20170803,cora,v1,,
Croco sticks 40g,0.53 Lei/buc,Snacksuri,20170803,cora,v1,,
Covrigeii casei cu masline Alka 100g,1.95 Lei/buc 19.50 kilogram,Snacksuri,20170803,cora,v1,,
Lay's Chips 70g,1.86 Lei/buc 28.62 kilogram,Snacksuri,20170803,cora,v1,,
Snack cu mix de seminte Toortitzi 180g,3.83 Lei/buc 21.28 kilogram,Snacksuri,20170803,cora,v1,,
Gusto pufuleti 60g,2.75 Lei/buc 45.83 kilogram,Snacksuri,20170803,cora,v1,,
Pringles chips 165g,6.86 Lei/buc 41.58 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips cu smantana si marar 155g,4.18 Lei/buc 26.97 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips 250g,5.34 Lei/buc 21.80 kilogram,Snacksuri,20170803,cora,v1,,
Toortitzi cu sare 180g,3.85 Lei/buc 21.39 kilogram,Snacksuri,20170803,cora,v1,,
Croco crackers 100g,1.18 Lei/buc 11.80 kilogram,Snacksuri,20170803,cora,v1,,
Covrigi grau intreg Vel Pitar 230g,3.57 Lei/buc 15.52 kilogram,Snacksuri,20170803,cora,v1,,
cora pufuleti 90g,0.87 Lei/buc 9.67 kilogram,Snacksuri,20170803,cora,v1,,
Croco brezel sticks 500g,4.84 Lei/buc 9.68 kilogram,Snacksuri,20170803,cora,v1,,
Mix biscuiti sarati si covrigei Croco 250g,2.63 Lei/buc 10.52 kilogram,Snacksuri,20170803,cora,v1,,
Bake Rolls 70g,2.00 Lei/buc 25.00 kilogram,Snacksuri,20170803,cora,v1,,
Chio sticks 100g,1.73 Lei/buc 17.30 kilogram,Snacksuri,20170803,cora,v1,,
Gold fischli biscuiti 100g,2.21 Lei/buc 22.10 kilogram,Snacksuri,20170803,cora,v1,,
Porumb pentru floricele Mogyi 200g,1.86 Lei/buc 9.30 kilogram,Snacksuri,20170803,cora,v1,,
Star snacks mix mov 100g,2.27 Lei/buc 22.70 kilogram,Snacksuri,20170803,cora,v1,,
Lotto peanuts snacks 90g,2.06 Lei/buc 22.89 kilogram,Snacksuri,20170803,cora,v1,,
Biscuiti sarati Tuc 100g,2.57 Lei/buc 25.70 kilogram,Snacksuri,20170803,cora,v1,,
Biscuiti aperitiv cu aroma de pizza Croco 100g,1.20 Lei/buc 12.00 kilogram,Snacksuri,20170803,cora,v1,,
Croco brezel covrigei 80g,0.95 Lei/buc 11.88 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips cu gust de cascaval 155g,4.18 Lei/buc 26.97 kilogram,Snacksuri,20170803,cora,v1,,
Croco brezel covrigei 80g,1.02 Lei/buc 12.75 kilogram,Snacksuri,20170803,cora,v1,,
Covrigeii casei Clasic Italian Alka 100g,1.95 Lei/buc 19.50 kilogram,Snacksuri,20170803,cora,v1,,
Croco crakers 100g,1.20 Lei/buc 12.00 kilogram,Snacksuri,20170803,cora,v1,,
Grisine cu seminte de in si Omega 3 BenneFit Lidas 100g,1.77 Lei/buc 17.70 kilogram,Snacksuri,20170803,cora,v1,,
Viva chips chiken chips 100 g,2.58 Lei/buc 25.80 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips 250g,5.34 Lei/buc 21.80 kilogram,Snacksuri,20170803,cora,v1,,
Snack cu cascaval Pom-Bar Original 40g,1.55 Lei/buc,Snacksuri,20170803,cora,v1,,
Krax original snacks 67g,1.57 Lei/buc 23.43 kilogram,Snacksuri,20170803,cora,v1,,
Star snacks mix 100g,2.27 Lei/buc 22.70 kilogram,Snacksuri,20170803,cora,v1,,
Traditia gustului cora pufuleti 45g,0.52 Lei/buc,Snacksuri,20170803,cora,v1,,
Grand Papa Covrigi Frageziti Cu Vin Rosu 230g,3.64 Lei/buc 15.83 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips 250g,5.34 Lei/buc 21.80 kilogram,Snacksuri,20170803,cora,v1,,
Covrigei cu tarate Mini Feast 100g,1.83 Lei/buc 18.30 kilogram,Snacksuri,20170803,cora,v1,,
Covrigeii casei cu tarate Alka 100g,1.95 Lei/buc 19.50 kilogram,Snacksuri,20170803,cora,v1,,
Croco sticks 80g,0.97 Lei/buc 12.13 kilogram,Snacksuri,20170803,cora,v1,,
Krax original snacks 32g,0.89 Lei/buc,Snacksuri,20170803,cora,v1,,
Lay's chips cu gust de ardei 155g,4.18 Lei/buc 26.97 kilogram,Snacksuri,20170803,cora,v1,,
Chio chips 70g,2.17 Lei/buc 33.38 kilogram,Snacksuri,20170803,cora,v1,,
Popcorn cu gust de caramel pentru microunde Chio 90g,2.21 Lei/buc 24.56 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips 125g,3.82 Lei/buc 30.56 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips 80g+25%,1.86 Lei/buc 28.62 kilogram,Snacksuri,20170803,cora,v1,,
Croco sticks 250g,2.67 Lei/buc 10.68 kilogram,Snacksuri,20170803,cora,v1,,
Star popcorn 80g,1.56 Lei/buc 19.50 kilogram,Snacksuri,20170803,cora,v1,,
Covrigeii casei cu verdeturi Alka 100g,1.95 Lei/buc 19.50 kilogram,Snacksuri,20170803,cora,v1,,
Atifco popcorn 200g,2.17 Lei/buc 10.85 kilogram,Snacksuri,20170803,cora,v1,,
Chipsuri cu gust de smantana si marar Lay's 70g,1.86 Lei/buc 28.62 kilogram,Snacksuri,20170803,cora,v1,,
Doritos snacks 85g,2.74 Lei/buc 32.24 kilogram,Snacksuri,20170803,cora,v1,,
Lay's chips cu gust barbeque 155g,4.18 Lei/buc 26.97 kilogram,Snacksuri,20170803,cora,v1,,
Croco brezel sticks 300g,2.72 Lei/buc 9.07 kilogram,Snacksuri,20170803,cora,v1,,
Chio chips 70g,2.09 Lei/buc 32.15 kilogram,Snacksuri,20170803,cora,v1,,
Croco crackers 400g,3.83 Lei/buc 9.58 kilogram,Snacksuri,20170803,cora,v1,,
Chio Chips Sare 140g,3.90 Lei/buc 27.86 kilogram,Snacksuri,20170803,cora,v1,,
Mogyi popcorn 100g,1.72 Lei/buc 17.20 kilogram,Snacksuri,20170803,cora,v1,,
Lay'S Rumeniti Chips Cascaval Si Ceapa Verde 125G,3.82 Lei/buc 30.56 kilogram,Snacksuri,20170803,cora,v1,,
Vel Pitar Covrigei Pentru Bere 230g,2.47 Lei/buc 10.74 kilogram,Snacksuri,20170803,cora,v1,,
Chio Chips Sare 120g,3.26 Lei/buc 32.60 kilogram,Snacksuri,20170803,cora,v1,,
Snack cu ketchup Pom-Bar Original 40g,1.55 Lei/buc,Snacksuri,20170803,cora,v1,,
Lay's chips crocant sare 105g,2.93 Lei/buc 27.90 kilogram,Snacksuri,20170803,cora,v1,,
Viva chips 100g,2.64 Lei/buc 26.40 kilogram,Snacksuri,20170803,cora,v1,,
Lotto snacks 75g,2.08 Lei/buc 27.73 kilogram,Snacksuri,20170803,cora,v1,,
Lotto clasic snacks 35g,1.11 Lei/buc,Snacksuri,20170803,cora,v1,,
Boromir covrigi 100g,1.41 Lei/buc 14.10 kilogram,Snacksuri,20170803,cora,v1,,
Viva chips 100g,2.52 Lei/buc 25.20 kilogram,Snacksuri,20170803,cora,v1,,
Tuc biscuiti cu branza 100g,2.56 Lei/buc 25.60 kilogram,Snacksuri,20170803,cora,v1,,
Boromir covrigi 100g,1.25 Lei/buc 12.50 kilogram,Snacksuri,20170803,cora,v1,,
Pizzetti cu branza si rosii 7 Days 80g,3.29 Lei/buc 41.13 kilogram,Snacksuri,20170803,cora,v1,,
Monte Banato cheese cd saratele 125g,2.34 Lei/buc 18.72 kilogram,Snacksuri,20170803,cora,v1,,
Lotto snacks din porumb cu cereale integrale 55g,1.01 Lei/buc 18.36 kilogram,Snacksuri,20170803,cora,v1,,
"Pizzetti cu branza emmental, rosii si usturoi 7 Days 80g",3.22 Lei/buc 40.25 kilogram,Snacksuri,20170803,cora,v1,,
Boromir Covrigei Cu Usturoi 100G,1.12 Lei/buc 11.20 kilogram,Snacksuri,20170803,cora,v1,,
