nume,pret,pret_um,cod_produs,Categorii_produse,Date,RobotName,RobotVersion
Linte rosie ecologica 250g Bio Natur,1049 Lei/buc,4196 Lei/Kg,15242,Legume uscate,20171101,m_image.js,v1
Naut ecologic 250g Bio Natur,1049 Lei/buc,4196 Lei/Kg,15243,Legume uscate,20171101,m_image.js,v1
Arpacas 1kg Antonio,280 Lei/buc,280 Lei/Kg,84425,Legume uscate,20171101,m_image.js,v1
Sare de Himalaya fina 500g Passiflora,480 Lei/buc,960 Lei/Kg,91276,Sare,20171101,m_image.js,v1
Sare alimentara de bucatarie iodata gema marunta 1kg Salrom,116 Lei/buc,116 Lei/Kg,67210,Sare,20171101,m_image.js,v1
Sare de mare de Guerande 500g Delhaize,999 Lei/buc,1998 Lei/Kg,97195,Sare,20171101,m_image.js,v1
Sare de mare naturala iodata 400g 365,399 Lei/buc,998 Lei/Kg,36627,Sare,20171101,m_image.js,v1
Sare marina grunjoasa iodata pentru muraturi 3kg Poseidon,465 Lei/buc,155 Lei/Kg,95033,Sare,20171101,m_image.js,v1
Sare alimentara de masa iodata gema extrafina 1kg Salrom,134 Lei/buc,134 Lei/Kg,67212,Sare,20171101,m_image.js,v1
Sare de Himalaya granulata 500g Passiflora,480 Lei/buc,960 Lei/Kg,91277,Sare,20171101,m_image.js,v1
Sare alimentara de masa iodata recristalizata 1kg Salrom,157 Lei/buc,157 Lei/Kg,67208,Sare,20171101,m_image.js,v1
Sare de mare naturala iodata cu granulatie constanta Golden 500g Kalas,762 Lei/buc,1524 Lei/Kg,66262,Sare,20171101,m_image.js,v1
Sare de mare naturala iodata 1kg 365,219 Lei/buc,219 Lei/Kg,36626,Sare,20171101,m_image.js,v1
Rasnita cu sare de mare iodata 90g Kamis,1342 Lei/buc,14911 Lei/Kg,65840,Sare,20171101,m_image.js,v1
Sare grunjoasa roz de Himalaya cu piper 180g Pirifan,1123 Lei/buc,6239 Lei/Kg,7763,Sare,20171101,m_image.js,v1
Rasnita cu sare iodata roz de Himalaya si piper 180g Pirifan,1929 Lei/buc,10717 Lei/Kg,13125,Sare,20171101,m_image.js,v1
Sare de mare iodata fina 1kg Sano Vita,395 Lei/buc,395 Lei/Kg,67205,Sare,20171101,m_image.js,v1
Sare Atlantic iodata 500g Delhaize,499 Lei/buc,998 Lei/Kg,72180,Sare,20171101,m_image.js,v1
Sare de mare iodata semi grunjoasa Niki 1kg Kalas,369 Lei/buc,369 Lei/Kg,66261,Sare,20171101,m_image.js,v1
Inlocuitor de sare cu doar 1/3 sare 250g Kalas,846 Lei/buc,3384 Lei/Kg,66263,Sare,20171101,m_image.js,v1
"Sare grunjoasa roz,de Himalaya cu chili, neiodata 180g Pirifan",1173 Lei/buc,6517 Lei/Kg,7754,Sare,20171101,m_image.js,v1
Flori de sare de Guerande 125g Delhaize,1599 Lei/buc,12792 Lei/Kg,29127,Sare,20171101,m_image.js,v1
Sare cu oregano si rozmarin 270g Ol'eve,1329 Lei/buc,4922 Lei/Kg,4271,Sare,20171101,m_image.js,v1
Rasnita cu sare iodata roz de Himalaya si ierburi 180g Pirifan,1399 Lei/buc,7772 Lei/Kg,13128,Sare,20171101,m_image.js,v1
Rasnita cu sare de mare iodata cu plante aromatice 78g Kamis,1370 Lei/buc,17564 Lei/Kg,62938,Sare,20171101,m_image.js,v1
Sare cu piper 270g Ol'eve,1329 Lei/buc,4922 Lei/Kg,4267,Sare,20171101,m_image.js,v1
Rasnita cu sare de mare si piper 75g Kamis,1321 Lei/buc,17613 Lei/Kg,76492,Sare,20171101,m_image.js,v1
"Sare grunjoasa roz, de Himalaya cu verdeturi de Provence, neiodata 180g Pirifan",1117 Lei/buc,6206 Lei/Kg,7762,Sare,20171101,m_image.js,v1
Sare de mare 200x2g 365,499 Lei/buc,1248 Lei/Kg,31088,Sare,20171101,m_image.js,v1
Sare neagra cu negrilica 100g Bucataria lui Radu,1318 Lei/buc,13180 Lei/Kg,3498,Sare,20171101,m_image.js,v1
Cartolina fiola cu sare neagra de vin peizan 8g Bucataria lui Radu,852 Lei/buc,1.06500 Lei/Kg,3982,Sare,20171101,m_image.js,v1
Sare cu ardei uscat si alte plante 40g Bucataria lui Radu,1318 Lei/buc,32950 Lei/Kg,3496,Sare,20171101,m_image.js,v1
Sare rosie de vin 100g Bucataria lui Radu,2199 Lei/buc,21990 Lei/Kg,3499,Sare,20171101,m_image.js,v1
Cartolina fiola cu sare sofran 8g Bucataria lui Radu,852 Lei/buc,1.06500 Lei/Kg,3999,Sare,20171101,m_image.js,v1
Cutie cadou 2 carti + 3 sticle de sare 3x25g Bucataria lui Radu,6699 Lei/buc,,3960,Sare,20171101,m_image.js,v1
Rasnita cu sare de mare cu ierburi de Provence 78g Kamis,1409 Lei/buc,18064 Lei/Kg,57066,Sare,20171101,m_image.js,v1
"Carte Bucuresti, fotografii din secolul XX Bucataria lui Radu",1540 Lei/buc,,13928,Sare,20171101,m_image.js,v1
"Cutie magnetica cu sare cu iuteli, rubin 100g Bucataria lui Radu",1669 Lei/buc,16690 Lei/Kg,3974,Sare,20171101,m_image.js,v1
Ton in ulei de masline 160g Rio Mare,1469 Lei/buc,9181 Lei/Kg,41490,Conserve peste,20171101,m_image.js,v1
Pate de ton 100g Rio Mare,1149 Lei/buc,11490 Lei/Kg,39712,Conserve peste,20171101,m_image.js,v1
Salata de ton cu porumb 160g Rio Mare,1583 Lei/buc,9894 Lei/Kg,39710,Conserve peste,20171101,m_image.js,v1
Ton maruntit in ulei 150g Corabioara,356 Lei/buc,2373 Lei/Kg,14815,Conserve peste,20171101,m_image.js,v1
Sardine in sos picant 125g Marina Blue,379 Lei/buc,3032 Lei/Kg,17666,Conserve peste,20171101,m_image.js,v1
Sardine in ulei vegetal 125g Vertis,299 Lei/buc,2392 Lei/Kg,24841,Conserve peste,20171101,m_image.js,v1
Ton maruntit in ulei vegetal 185g Hame,599 Lei/buc,3238 Lei/Kg,38201,Conserve peste,20171101,m_image.js,v1
Sardine in sos tomat 125g Vertis,299 Lei/buc,2392 Lei/Kg,24844,Conserve peste,20171101,m_image.js,v1
Sardine in sos tomat 125g Marina Blue,379 Lei/buc,3032 Lei/Kg,17665,Conserve peste,20171101,m_image.js,v1
Ton solid in ulei 200g Siblou,1173 Lei/buc,5865 Lei/Kg,82604,Conserve peste,20171101,m_image.js,v1
Ton maruntit in suc propriu 150g Corabioara,299 Lei/buc,1993 Lei/Kg,14816,Conserve peste,20171101,m_image.js,v1
Ton in suc propiu 200g Delhaize,1419 Lei/buc,7095 Lei/Kg,13634,Conserve peste,20171101,m_image.js,v1
Ton in ulei de masline bucati 3 bucati 3x80g Rio Mare,2670 Lei/buc,11125 Lei/Kg,74630,Conserve peste,20171101,m_image.js,v1
Macrou file in sos tomat 170g Home Garden,611 Lei/buc,3594 Lei/Kg,10997,Conserve peste,20171101,m_image.js,v1
Sardine in ulei 125g Marina Blue,379 Lei/buc,3032 Lei/Kg,17664,Conserve peste,20171101,m_image.js,v1
Pate de somon 145g Mandy,292 Lei/buc,2014 Lei/Kg,12529,Conserve peste,20171101,m_image.js,v1
Sardine in ulei 240g Baltic Club,630 Lei/buc,2625 Lei/Kg,9870,Conserve peste,20171101,m_image.js,v1
Pate de ton Foods 145g Mandy,299 Lei/buc,2062 Lei/Kg,19731,Conserve peste,20171101,m_image.js,v1
File de hering Afumat 200g Officer,1608 Lei/buc,8040 Lei/Kg,87436,Conserve peste,20171101,m_image.js,v1
Salata de ton si amestec mexican 160g Rio Mare,1468 Lei/buc,9175 Lei/Kg,39709,Conserve peste,20171101,m_image.js,v1
Pate de somon 100g Rio Mare,1205 Lei/buc,12050 Lei/Kg,39713,Conserve peste,20171101,m_image.js,v1
Sprot afumat in ulei 150g Defish,549 Lei/buc,3660 Lei/Kg,95278,Conserve peste,20171101,m_image.js,v1
Hering file in ulei 170g Home Garden,536 Lei/buc,3153 Lei/Kg,15990,Conserve peste,20171101,m_image.js,v1
Ton bucati in suc natural 160g Rio Mare,1455 Lei/buc,9094 Lei/Kg,41485,Conserve peste,20171101,m_image.js,v1
File hering in sos de rosii 170g Nemo,515 Lei/buc,3029 Lei/Kg,10248,Conserve peste,20171101,m_image.js,v1
Hering in sos tomat 170g King Oscar,640 Lei/buc,3765 Lei/Kg,6391,Conserve peste,20171101,m_image.js,v1
Ton bucati in suc natur 160g Rio Mare,899 Lei/buc,5619 Lei/Kg,4582,Conserve peste,20171101,m_image.js,v1
Sardine in suc propiu 125g Delhaize,399 Lei/buc,3192 Lei/Kg,44576,Conserve peste,20171101,m_image.js,v1
Ton in suc propriu 3 bucati 3x80g Delhaize,1619 Lei/buc,6746 Lei/Kg,83466,Conserve peste,20171101,m_image.js,v1
Sprot afumat in ulei fara cap 240g Baltic Club,811 Lei/buc,3379 Lei/Kg,96004,Conserve peste,20171101,m_image.js,v1
Macrou file in sos de rosii 125g 365,399 Lei/buc,3192 Lei/Kg,42483,Conserve peste,20171101,m_image.js,v1
File de macrou in ulei de masline 125g Delhaize,499 Lei/buc,3992 Lei/Kg,83467,Conserve peste,20171101,m_image.js,v1
Sprot in sos de rosii 170g Nemo,428 Lei/buc,2518 Lei/Kg,10253,Conserve peste,20171101,m_image.js,v1
Sardine in ulei vegetal 110g King Oscar,448 Lei/buc,4073 Lei/Kg,47913,Conserve peste,20171101,m_image.js,v1
Hering file in sos tomat 170g Home Garden,520 Lei/buc,3059 Lei/Kg,15993,Conserve peste,20171101,m_image.js,v1
Ton in ulei de masline 160g Calvo,1108 Lei/buc,6925 Lei/Kg,75104,Conserve peste,20171101,m_image.js,v1
Ton bucati in suc propriu 185g Hame,859 Lei/buc,4643 Lei/Kg,75526,Conserve peste,20171101,m_image.js,v1
Macrou file in ulei 170g Home Garden,699 Lei/buc,4112 Lei/Kg,11000,Conserve peste,20171101,m_image.js,v1
Ton in sos natur 160g Calvo,984 Lei/buc,6150 Lei/Kg,75103,Conserve peste,20171101,m_image.js,v1
Sardine in ulei 125g Siblou,422 Lei/buc,3376 Lei/Kg,74264,Conserve peste,20171101,m_image.js,v1
Salata Nicoise cu ton 280g 365,899 Lei/buc,3211 Lei/Kg,90755,Conserve peste,20171101,m_image.js,v1
Ton in sos natur 4 bucati 4x80g Calvo,2396 Lei/buc,7488 Lei/Kg,65741,Conserve peste,20171101,m_image.js,v1
Ton maruntit in apa 160g Defish,399 Lei/buc,2494 Lei/Kg,11674,Conserve peste,20171101,m_image.js,v1
Macrou in ulei 240g Baltic Club,760 Lei/buc,3167 Lei/Kg,84136,Conserve peste,20171101,m_image.js,v1
Ton in ulei de floarea soarelui 120g Ubago,649 Lei/buc,5408 Lei/Kg,18927,Conserve peste,20171101,m_image.js,v1
Ton bucati in suc propiu 160g Marina Blue,789 Lei/buc,4931 Lei/Kg,23043,Conserve peste,20171101,m_image.js,v1
Anchois 100g Delhaize,1479 Lei/buc,14790 Lei/Kg,43453,Conserve peste,20171101,m_image.js,v1
Macrou file in sos de rosii 169g Delhaize,799 Lei/buc,4728 Lei/Kg,64086,Conserve peste,20171101,m_image.js,v1
Pate de sprot 175g Maseko,366 Lei/buc,2091 Lei/Kg,82603,Conserve peste,20171101,m_image.js,v1
Somon in ulei cu legume 170g Home Garden,1005 Lei/buc,5912 Lei/Kg,14553,Conserve peste,20171101,m_image.js,v1
Ton bucati in ulei 185g Siblou,885 Lei/buc,4784 Lei/Kg,82467,Conserve peste,20171101,m_image.js,v1
Pate rustico de ton cu masline 115g Rio Mare,1489 Lei/buc,12948 Lei/Kg,4584,Conserve peste,20171101,m_image.js,v1
Pate de ton 2x75g Calvo,1616 Lei/buc,10773 Lei/Kg,98414,Conserve peste,20171101,m_image.js,v1
Ton bucati in apa 185g Siblou,804 Lei/buc,4346 Lei/Kg,82468,Conserve peste,20171101,m_image.js,v1
Ton bucati in ulei 170g Defish,949 Lei/buc,5582 Lei/Kg,28277,Conserve peste,20171101,m_image.js,v1
Ton in ulei vegetal 4 bucati 4x80g Calvo,2725 Lei/buc,8516 Lei/Kg,65742,Conserve peste,20171101,m_image.js,v1
Anchois file in ulei de masline 50g Delhaize,599 Lei/buc,11980 Lei/Kg,76355,Conserve peste,20171101,m_image.js,v1
Ton in sos natur 80g Calvo,759 Lei/buc,9488 Lei/Kg,88509,Conserve peste,20171101,m_image.js,v1
Sardine in ulei cu chilli 125g Delhaize,429 Lei/buc,3432 Lei/Kg,44565,Conserve peste,20171101,m_image.js,v1
Ton alb in ulei de masline 200g Delhaize,1999 Lei/buc,9995 Lei/Kg,97311,Conserve peste,20171101,m_image.js,v1
Naut boabe 400g Darinne,349 Lei/buc,873 Lei/Kg,68726,Conserve de legume,20171101,m_image.js,v1
Fasole verde pastai taiata 425ml 365,379 Lei/buc,892 Lei/l,93603,Conserve de legume,20171101,m_image.js,v1
Fasole galbena foarte fina 800g D'aucy,884 Lei/buc,1105 Lei/Kg,78695,Conserve de legume,20171101,m_image.js,v1
Fasole neagra 400g Delhaize,399 Lei/buc,998 Lei/Kg,23437,Conserve de legume,20171101,m_image.js,v1
Foi de vita de vie 450g May,1349 Lei/buc,2998 Lei/Kg,14023,Conserve de legume,20171101,m_image.js,v1
Fasole rosie 400g Delhaize,479 Lei/buc,1198 Lei/Kg,98690,Conserve de legume,20171101,m_image.js,v1
Mazare verde boabe 720ml 365,379 Lei/buc,526 Lei/l,7179,Conserve de legume,20171101,m_image.js,v1
Mazare 800g Bonduelle,719 Lei/buc,899 Lei/Kg,6501,Conserve de legume,20171101,m_image.js,v1
Ciuperci taiate 360g 365,359 Lei/buc,997 Lei/Kg,82728,Conserve de legume,20171101,m_image.js,v1
Fasole Cannelinni 400g Delhaize,459 Lei/buc,1147 Lei/Kg,98692,Conserve de legume,20171101,m_image.js,v1
Varza murata pentru sarmalute 1.6kg Gusturi romanesti,1199 Lei/buc,749 Lei/Kg,23075,Conserve de legume,20171101,m_image.js,v1
Fasole alba boabe extra 400g Maxim's,378 Lei/buc,945 Lei/Kg,41555,Conserve de legume,20171101,m_image.js,v1
Ardei copti si decojiti 680g Sera,1415 Lei/buc,2081 Lei/Kg,96973,Conserve de legume,20171101,m_image.js,v1
Porumb dulce boabe 340g Bonduelle,504 Lei/buc,1482 Lei/Kg,6589,Conserve de legume,20171101,m_image.js,v1
Porumb dulce boabe 170g Bonduelle,417 Lei/buc,2453 Lei/Kg,6588,Conserve de legume,20171101,m_image.js,v1
Fasole verde 720ml 365,399 Lei/buc,554 Lei/l,72064,Conserve de legume,20171101,m_image.js,v1
Fasole rosie boabe 400g Bonduelle,599 Lei/buc,1497 Lei/Kg,6234,Conserve de legume,20171101,m_image.js,v1
Sfecla rosie cuburi 300g D'aucy,461 Lei/buc,1537 Lei/Kg,22824,Conserve de legume,20171101,m_image.js,v1
Fasole 4 sortimente 400g Maxim's,396 Lei/buc,990 Lei/Kg,41556,Conserve de legume,20171101,m_image.js,v1
Mazare 400g Bonduelle,495 Lei/buc,1237 Lei/Kg,71873,Conserve de legume,20171101,m_image.js,v1
Porumb boabe dulce 340g Sweet corn,218 Lei/buc,641 Lei/Kg,6173,Conserve de legume,20171101,m_image.js,v1
Mazare verde 150g D'aucy,278 Lei/buc,1853 Lei/Kg,22822,Conserve de legume,20171101,m_image.js,v1
Fasole rosie in sos chilly 400g D'aucy,551 Lei/buc,1377 Lei/Kg,14698,Conserve de legume,20171101,m_image.js,v1
Fasole rosie 400g Maxim's,399 Lei/buc,998 Lei/Kg,64349,Conserve de legume,20171101,m_image.js,v1
Fasole alba cannelinni 400g Maxim's,399 Lei/buc,998 Lei/Kg,64348,Conserve de legume,20171101,m_image.js,v1
Conopida in otet 700g 365,499 Lei/buc,713 Lei/Kg,24359,Conserve de legume,20171101,m_image.js,v1
Salata de sfecla rosie la borcan 720ml Olympia,489 Lei/buc,679 Lei/l,16702,Conserve de legume,20171101,m_image.js,v1
Fasole alba 400g Bonduelle,598 Lei/buc,1495 Lei/Kg,76323,Conserve de legume,20171101,m_image.js,v1
Ciuperci murate Oyster 580ml Darinne,1092 Lei/buc,1883 Lei/l,94161,Conserve de legume,20171101,m_image.js,v1
Sfecla rosie in otet 680g Raureni,469 Lei/buc,690 Lei/Kg,67407,Conserve de legume,20171101,m_image.js,v1
Ciuperci taiate 800ml Home Garden,969 Lei/buc,1211 Lei/l,16539,Conserve de legume,20171101,m_image.js,v1
Ardei kapia copti 580ml Darinne,919 Lei/buc,1584 Lei/l,84042,Conserve de legume,20171101,m_image.js,v1
Fasole galbena si verde mix 400g D'aucy,449 Lei/buc,1123 Lei/Kg,22825,Conserve de legume,20171101,m_image.js,v1
Fasole verde taiata 820g D'aucy,773 Lei/buc,943 Lei/Kg,8694,Conserve de legume,20171101,m_image.js,v1
Fasole verde extra fina 340g 365,669 Lei/buc,1968 Lei/Kg,39227,Conserve de legume,20171101,m_image.js,v1
Fasole pastai galbena 720ml 365,439 Lei/buc,610 Lei/l,11765,Conserve de legume,20171101,m_image.js,v1
Fasole alba pentru gatit si salata 400g Bucegi,423 Lei/buc,1057 Lei/Kg,29202,Conserve de legume,20171101,m_image.js,v1
Ciuperci intregi la borcan 280g Bonduelle,622 Lei/buc,2221 Lei/Kg,84499,Conserve de legume,20171101,m_image.js,v1
Porumb Gold 150g D'aucy,337 Lei/buc,2247 Lei/Kg,78699,Conserve de legume,20171101,m_image.js,v1
Ciuperci taiate 400g Maxim's,544 Lei/buc,1360 Lei/Kg,69438,Conserve de legume,20171101,m_image.js,v1
"Porumb Gold, fara zahar la cutie 425ml Delhaize",449 Lei/buc,1056 Lei/l,23408,Conserve de legume,20171101,m_image.js,v1
Ciuperci taiate 200g 365,269 Lei/buc,1345 Lei/Kg,87789,Conserve de legume,20171101,m_image.js,v1
Ciuperci taiate 280g 365,399 Lei/buc,1425 Lei/Kg,82725,Conserve de legume,20171101,m_image.js,v1
Amestec de legume mexican 150g 365,369 Lei/buc,1741 Lei/l,90002,Conserve de legume,20171101,m_image.js,v1
Conserva de fasole cu carnati afumati 300g+100g gratis Sadu,451 Lei/buc,1503 Lei/Kg,74031,Conserve de legume,20171101,m_image.js,v1
Mazare verde 400g Green Peas,289 Lei/buc,723 Lei/Kg,6181,Conserve de legume,20171101,m_image.js,v1
Spanac taiat 660g Delhaize,799 Lei/buc,1211 Lei/Kg,71280,Conserve de legume,20171101,m_image.js,v1
Mazare foarte fina la cutie 800g Bonduelle,1029 Lei/buc,1286 Lei/Kg,4197,Conserve de legume,20171101,m_image.js,v1
Porumb dulce 340g Maxim's,292 Lei/buc,859 Lei/Kg,6607,Conserve de legume,20171101,m_image.js,v1
Fasole rosie 200g D'aucy,337 Lei/buc,1685 Lei/Kg,22820,Conserve de legume,20171101,m_image.js,v1
Morcovi 200g D'aucy,349 Lei/buc,1745 Lei/Kg,22823,Conserve de legume,20171101,m_image.js,v1
Mazare mijlocie la cutie 400g 365,329 Lei/buc,823 Lei/Kg,20555,Conserve de legume,20171101,m_image.js,v1
Ardei capia in otet 700g Raureni,964 Lei/buc,1377 Lei/Kg,30786,Conserve de legume,20171101,m_image.js,v1
Porumb gold chili 310g Bonduelle,691 Lei/buc,2229 Lei/Kg,25441,Conserve de legume,20171101,m_image.js,v1
Conopida cu morcovi in otet 720ml Gusturi romanesti,1299 Lei/buc,1804 Lei/l,6671,Conserve de legume,20171101,m_image.js,v1
Ciuperci feliate 280g Bonduelle,609 Lei/buc,2175 Lei/Kg,84501,Conserve de legume,20171101,m_image.js,v1
Ceapa in otet 320g 365,459 Lei/buc,1434 Lei/Kg,39223,Conserve de legume,20171101,m_image.js,v1
Porumb dulce boabe 212ml 365,269 Lei/buc,1269 Lei/l,89999,Conserve de legume,20171101,m_image.js,v1
